date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2024-09-12,25.3268,25.3268,25.0753,25.0753,101,25.2730007302591,25.2730007302591,25.0220349673653,25.0220349673653,101,0.0,1.0
2024-09-13,25.61,26.57,25.61,26.57,501,25.5555991559114,26.5135599208342,25.5555991559114,26.5135599208342,501,0.0,1.0
2024-09-16,25.8614,26.86,25.8614,26.86,233,25.8064651312255,26.8029439019047,25.8064651312255,26.8029439019047,233,0.0,1.0
2024-09-17,26.137,27.12,26.12,27.12,676,26.0814797008222,27.0623916090713,26.0645158122766,27.0623916090713,676,0.0,1.0
2024-09-18,26.195,26.34,26.195,26.34,156,26.1393564970362,26.2840484875715,26.1393564970362,26.2840484875715,156,0.0,1.0
2024-09-19,27.4,27.4,26.7,26.7,6600,27.3417968321738,27.3417968321738,26.6432837744175,26.6432837744175,6600,0.0,1.0
2024-09-20,26.6391,29.32,26.6391,29.32,379,26.5825131383928,29.2577183620196,26.5825131383928,29.2577183620196,379,0.0,1.0
2024-09-23,26.7212,28.24,26.7212,28.24,478,26.6644387413096,28.1800125014813,26.6644387413096,28.1800125014813,478,0.0,1.0
2024-09-24,26.8769,26.98,26.8769,26.98,389,26.8198080028705,26.9226889975201,26.8198080028705,26.9226889975201,389,0.0,1.0
2024-09-25,26.6346,26.89,26.6346,26.89,128,26.5780226973072,26.8328801758085,26.5780226973072,26.8328801758085,128,0.0,1.0
2024-09-26,26.8954,27.08,26.89,27.08,202,26.8382687051112,27.0224765771995,26.8328801758085,27.0224765771995,202,0.0,1.0
2024-09-27,27.0347,27.05,27.0347,27.05,139,26.9772728036047,26.9925403032957,26.9772728036047,26.9925403032957,139,0.0,1.0
2024-09-30,27.0707,28.36,26.08,28.36,444,27.0131963322893,28.2997575970967,26.0246007804049,28.2997575970967,444,0.0,1.0
2024-10-01,26.985,26.985,26.82,26.82,200,26.927678376504,26.927678376504,26.7630288700329,26.7630288700329,200,0.0,1.0
2024-10-02,26.9057,27.02,26.9057,27.02,104,26.8485468258182,26.9626040293918,26.8485468258182,26.9626040293918,104,0.0,1.0
2024-10-03,26.7554,26.7554,26.71,26.71,131,26.69856609356,26.69856609356,26.6532625323855,26.6532625323855,131,0.0,1.0
2024-10-04,26.9171,26.9171,26.87,26.87,160,26.8599226099017,26.8599226099017,26.8129226598726,26.8129226598726,160,0.0,1.0
2024-10-07,26.903,26.903,26.86,26.86,155,26.8458525611669,26.8458525611669,26.8029439019047,26.8029439019047,155,0.0,1.0
2024-10-08,26.8127,26.8127,26.75,26.75,300,26.7557443767163,26.7557443767163,26.6931775642573,26.6931775642573,300,0.0,1.0
2024-10-09,27.0496,27.0496,26.96,26.96,203,26.992141152977,26.992141152977,26.9027314815842,26.9027314815842,203,0.0,1.0
2024-10-10,26.9317,26.9317,26.89,26.89,114,26.8744915965349,26.8744915965349,26.8328801758085,26.8328801758085,114,0.0,1.0
2024-10-11,27.4747,27.4747,27.22,27.22,104,27.4163381541944,27.4163381541944,27.1621791887508,27.1621791887508,104,0.0,1.0
2024-10-14,27.6641,27.6641,27.45,27.45,103,27.6053358301073,27.6053358301073,27.3916906220135,27.3916906220135,103,0.0,1.0
2024-10-15,27.4835,27.66,27.4835,27.66,248,27.4251194612062,27.6012445393404,27.4251194612062,27.6012445393404,248,0.0,1.0
2024-10-16,27.8232,27.88,27.74,27.74,526,27.7640978693773,27.8207772146352,27.681074603084,27.681074603084,526,0.0,1.0
2024-10-17,27.734,27.734,27.7,27.7,157,27.6750873483032,27.6750873483032,27.6411595712122,27.6411595712122,157,0.0,1.0
2024-10-18,27.845,27.845,27.78,27.78,126,27.7858515617474,27.7858515617474,27.7209896349558,27.7209896349558,126,0.0,1.0
2024-10-21,27.5743,27.78,27.5743,27.78,273,27.5157265835551,27.7209896349558,27.5157265835551,27.7209896349558,273,0.0,1.0
