date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2022-04-27,23.6458,24.32,23.6458,24.32,9216,22.6335076232359,23.2788446741958,22.6335076232359,23.2788446741958,9216,0.0,1.0
2022-04-28,24.318,24.58,23.15,24.24,22444,23.2769302955219,23.5277139017982,22.1589331499849,23.2022695272412,22444,0.0,1.0
2022-04-29,22.96,25.16,22.926,23.99,34582,21.9770671759677,24.082883717219,21.944522738512,22.9629721930081,34582,0.0,1.0
2022-05-02,24.03,24.03,22.96,22.96,12080,23.0012597664854,23.0012597664854,21.9770671759677,21.9770671759677,12080,0.0,1.0
2022-05-03,23.9468,24.565,23.8813,23.97,14848,22.9216216136526,23.5133560617442,22.8589257120835,22.9438284062694,14848,0.0,1.0
2022-05-04,25.2664,25.335,23.24,24.43,15300,24.1847286626686,24.2503918511821,22.2450801903088,23.3841355012583,15300,0.0,1.0
2022-05-05,22.9688,24.975,22.71,24.96,20149,21.9854904421327,23.9058036898865,21.7377698417346,23.8914458498325,20149,0.0,1.0
2022-05-06,22.3273,22.9371,21.61,22.86,10714,21.3714534824906,21.955147540152,20.684861571109,21.8813482422745,10714,0.0,1.0
2022-05-09,19.0183,21.15,19.0001,20.85,16293,18.2041139665813,20.2445544761201,18.1866931206491,19.9573976750404,16293,0.0,1.0
2022-05-10,18.665,19.8011,18.4841,19.77,26028,17.8659389738431,18.953401779532,17.692783422792,18.9236331911534,26028,0.0,1.0
2022-05-11,16.5831,18.3,16.5831,17.72,8935,15.8731664932835,17.5165648658628,15.8731664932835,16.961395050442,8935,0.0,1.0
2022-05-12,16.6604,16.82,15.43,16.07,5874,15.9471572290284,16.0999246472028,14.7694314688668,15.3820326445035,5874,0.0,1.0
2022-05-13,18.2193,18.82,16.82,16.82,12090,17.4393196863723,18.0143033210676,16.0999246472028,16.0999246472028,12090,0.0,1.0
2022-05-16,17.1943,18.09,17.1943,18.09,6738,16.4582006160166,17.315555105107,16.4582006160166,17.315555105107,6738,0.0,1.0
2022-05-17,18.2479,18.26,17.75,17.75,3923,17.4666953014086,17.4782772923855,16.99011073055,16.99011073055,3923,0.0,1.0
2022-05-18,17.2007,18.09,17.1449,17.9,3213,16.464326627773,17.315555105107,16.4109154627722,17.1336891310898,3213,0.0,1.0
2022-05-19,17.7464,18.29,17.32,17.32,3574,16.986664848937,17.5069929724934,16.578519315669,16.578519315669,3574,0.0,1.0
2022-05-20,17.1566,18.0,16.5,18.0,11236,16.4221145780143,17.229408064783,15.7936240593845,17.229408064783,11236,0.0,1.0
2022-05-23,17.2151,17.5,16.99,17.46,3339,16.4781101542248,16.7508133963169,16.2626468344813,16.7125258228396,3339,0.0,1.0
2022-05-24,16.2874,17.05,16.13,17.05,7155,15.5901256063526,16.3200781946973,15.4394640047195,16.3200781946973,7155,0.0,1.0
2022-05-25,16.752,16.8,16.34,16.3581,2483,16.0348357722914,16.0807808604642,15.6404737654753,15.6577988924738,2483,0.0,1.0
2022-05-26,17.352,17.45,16.57,16.57,4382,16.6091493744509,16.7029539294702,15.8606273129697,15.8606273129697,4382,0.0,1.0
2022-05-27,18.1414,18.25,17.48,17.48,7590,17.3647546370253,17.4687053990161,16.7316696095782,16.7316696095782,7590,0.0,1.0
2022-05-31,18.64,19.19,18.53,18.53,4897,17.8420092404198,18.3684633757326,17.7367184133572,17.7367184133572,4897,0.0,1.0
2022-06-01,17.441,18.5,17.441,18.5,2974,16.6943392254378,17.7080027332492,16.6943392254378,17.7080027332492,2974,0.0,1.0
2022-06-02,18.2307,18.34,17.89,17.98,1847,17.4502316448133,17.5548524393401,17.1241172377205,17.2102642780444,1847,0.0,1.0
2022-06-03,17.5346,17.64,17.3301,17.64,1758,16.7839321473747,16.8848199034874,16.588186927972,16.8848199034874,1758,0.0,1.0
2022-06-06,17.7434,18.13,17.7,18.13,2538,16.9837932809262,17.3538426785843,16.9422512637033,17.3538426785843,2538,0.0,1.0
2022-06-07,17.5757,17.5757,17.065,17.13,8649,16.8232726291226,16.8232726291226,16.3344360347513,16.3966533416519,8649,0.0,1.0
2022-06-08,17.3296,17.855,17.3296,17.34,6669,16.5877083333036,17.0906156109279,16.5877083333036,16.5976631024077,6669,0.0,1.0
2022-06-09,16.42,17.13,16.4101,16.9689,4326,15.720188493455,16.3999286780076,15.7107104260929,16.2456946727521,4326,0.00328,1.0
2022-06-10,15.7117,16.2,15.66,16.2,6667,15.0420758558232,15.5095647742979,14.9925792818213,15.5095647742979,6667,0.0,1.0
2022-06-13,13.9926,14.43,13.89,14.05,39211,13.3962429667185,13.8150012156246,13.298015723148,13.4511966098077,39211,0.0,1.0
2022-06-14,13.9999,14.12,13.73,13.81,13688,13.4032318446724,13.5182132477214,13.1448348364883,13.2214252798181,13688,0.0,1.0
2022-06-15,14.2917,14.3601,13.88,13.9,6719,13.6825954867181,13.7480803157651,13.2884419177318,13.3075895285642,6719,0.0,1.0
2022-06-16,13.52,13.92,13.35,13.92,7534,12.9437849227474,13.3267371393967,12.7810302306714,13.3267371393967,7534,0.0,1.0
